date,startup,vertical,city,investors,round,amount,year,month
2015-08-17,Gadgets 360,E-Commerce,Delhi,One97 Communications,Private Equity,,2015,8
2015-08-18,Roposo,Fashion discovery platform,Gurgaon,Tiger Global,Private Equity,15000000.0,2015,8
2015-08-18,IntelligenceNODE,Data analytics platform,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000.0,2015,8
2015-08-18,HyperVerge,Deep learning cloud algorithms,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000.0,2015,8
2015-08-18,Twyst,Location based engagement & rewards platform,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,,2015,8
2015-08-18,IDfy,Online identity verification services platform,Mumbai,"NEA, Blume Ventures & others",Private Equity,,2015,8
2015-08-18,Zoojoo.be,Corporate wellness app,Bangalore,RoundGlass Partners,Private Equity,1000000.0,2015,8
2015-08-19,Fashionove,Fashion search & review platform,Kolkata,Umesh Yadav,Seed Funding,,2015,8
2015-08-19,TimeSaverz,"Hyperlocal maintenance, repair & cleaning services",Mumbai,Unilazer Ventures,Private Equity,2400000.0,2015,8
2015-08-19,Envoged,Pre-owned luxury online apparel seller,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,,2015,8
2015-08-19,MebelKart,Online furniture marketplace,Bangalore,AskMe,Private Equity,20000000.0,2015,8
2015-08-20,LabsAdvisor,Online diagnostic tests marketplace,Delhi,Group of Angel Investors,Seed Funding,156000.0,2015,8
2015-08-20,Flatpebble,Online marketplace for photographers,Hyderabad,Indian Angel Network,Seed Funding,600000.0,2015,8
2015-08-20,Bluegape.com,Visual blogging platform,Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000.0,2015,8
2015-08-21,ePoise,Job search platform,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000.0,2015,8
2015-08-24,Jolly Food Fellow,Food & Beverage,Ahmedabad,The 1947,Seed Funding,300000.0,2015,8
2015-08-24,BookMeIn,Professional service appointment booking service,Mumbai,Ajmera Group of Companies,Seed Funding,400000.0,2015,8
2015-08-24,iZofy,Scientific horoscope online assistance platform,Kolkata,Prime Capital Markets Ltd,Seed Funding,,2015,8
2015-08-24,rBus,Technology,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,,2015,8
2015-08-25,Qyk App,On-demand app based professional service provider,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000.0,2015,8
2015-08-25,EazyDiner,Restaurant reservation platform,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3000000.0,2015,8
2015-08-25,RevX,Cross-channel crm platform,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000.0,2015,8
2015-08-25,ICustomMadeIt,Professional custom creators marketplace,Pune,Group of Angel Investors,Seed Funding,250000.0,2015,8
2015-08-26,PickMyLaundry,On-demand washing & dry-cleaning,Delhi,GHV Accelerator,Seed Funding,100000.0,2015,8
2015-08-26,Belita,On-demand beauty service,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000.0,2015,8
2015-08-26,EzySolare,Solar products and services marketplace,Ahmedabad,Infuse Ventures,Seed Funding,,2015,8
2015-08-26,FoodTalkIndia,Food & Beverage,Gurgaon,Undisclosed Investor,Seed Funding,500000.0,2015,8
2015-08-27,InstaSafe,Private cloud networks saas platform,Bangalore,Group of Investors,Seed Funding,,2015,8
2015-08-27,Eazy Coach,EdTech,Kolkata,Ravi Agarwal,Seed Funding,,2015,8
2015-08-27,Djubo.com,Cloud based hotel sales platform,Delhi,Ibibo Group,Private Equity,,2015,8
2015-08-28,BetterButter.in,Online recipe sharing platform,Delhi,"Growx Ventures, Manish Singhal",Seed Funding,,2015,8
2015-08-28,Vyomo,Beauty & lifestyle mobile marketplace,Bangalore,Rocket Internet,Private Equity,2000000.0,2015,8
2015-08-28,RollMafia,Qsr restaurant chain,Pune,Equentia Natural Resources,Seed Funding,160000.0,2015,8
2015-08-29,iamwire,Digital media publishing platform,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,,2015,8
2015-08-31,DropKaffe,Online coffee delivery platform,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,300000.0,2015,8
2015-08-31,Reverie,Language localization cloud platform,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000.0,2015,8
2015-08-31,Infinite Analytics,Big data & predictive analysis platform,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,,2015,8
2015-07-01,Parcelled,Logistics,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,,2015,7
2015-07-01,Retigence Technologies,Business it intelligence services,Mumbai,Omnivore Partners,Private Equity,,2015,7
2015-07-01,Cloudcherry Analytics,Crm / analytics platform,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,1000000.0,2015,7
2015-07-01,HandyHome,Hyperlocal electronics repair service,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,630000.0,2015,7
2015-07-01,iDreamCareer,Technology,Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,,2015,7
2015-07-01,Ola Cabs,Cab rental mobile app,Bangalore,Ratan Tata,Private Equity,,2015,7
2015-07-01,NxtGen,It infrastructure & data center services,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,13500000.0,2015,7
2015-07-02,BankBazaar,Online financial services,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000.0,2015,7
2015-07-02,Gozoomo,Used car marketplace,Bangalore,SAIF Partners,Private Equity,5000000.0,2015,7
2015-07-02,Zenatix,Internet of things platform,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000.0,2015,7
2015-07-03,CultureAlley,Language learning app,Jaipur,Tiger Global,Private Equity,6500000.0,2015,7
2015-07-03,Goqii,Mobile fitness marketplace,Mumbai,Vijay Shekhar Sharma,Private Equity,,2015,7
2015-07-03,Gingercrush,Custom merchandize platform,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000.0,2015,7
2015-07-04,Elanic,P2p pre-owned goods marketplace,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,,2015,7
2015-07-04,Stitchwood,Custom furniture marketplace,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000.0,2015,7
2015-07-05,Urban Tailor,Online tailoring services,Bangalore,Group of angel investors,Seed Funding,,2015,7
2015-07-06,ConfirmtTkt,Rail ticket confirmation predictor,Bangalore,Pravin Agarwala & others,Seed Funding,,2015,7
2015-07-06,Paper Boat,Food & Beverage,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,30000000.0,2015,7
2015-07-06,getNow,Hyperlocal goods marketplace,Nagpur,Atulya Mittal,Seed Funding,,2015,7
2015-07-07,Wudstay,Budget accommodation aggregator,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000.0,2015,7
2015-07-07,Liases Foras,Real estate rating & analysis,Delhi,DMG information Asia Pacific,Private Equity,5000000.0,2015,7
2015-07-07,Eatlo,Food & Beverage,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,,2015,7
2015-07-07,IndiaLends,Technology,Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,,2015,7
2015-07-08,Quinto,Food & Beverage,Pune,Jaydeep Barman,Seed Funding,,2015,7
2015-07-08,Saavn,Music streaming app,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000.0,2015,7
2015-07-08,Flytxt,Big data & analytics platform,Mumbai,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000.0,2015,7
2015-07-08,Axtria,Big data & analytics platform,India,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000.0,2015,7
2015-07-08,33Coupons,Coupon aggregator platform,Kanpur,Not Disclosed,Seed Funding,20000.0,2015,7
2015-07-08,Ampere,Electric scooter manufacturer,Coimbatore,Ratan Tata,Seed Funding,,2015,7
2015-07-08,Hopping Chef,Food & Beverage,Mumbai,Mirah Hospitality,Seed Funding,470000.0,2015,7
2015-07-08,Collectabillia,Celebrity fashion brand,Bangalore,Accel Partners,Private Equity,7500000.0,2015,7
2015-07-08,Lendingkart,FinTech,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000.0,2015,7
2015-07-08,Lybrate,Healthcare,Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000.0,2015,7
2015-07-08,Zoomcar,Self-driven vehicle rental,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000.0,2015,7
2015-07-09,\\xc2\\xa0News in shorts,\\xc2\\xa0news aggregator mobile app,\\xc2\\xa0Noida,\\xc2\\xa0Tiger Global,Private Equity,2020000000.0,2015,7
2015-07-09,\\xc2\\xa0Bluestone,\\xc2\\xa0online jewellery store,\\xc2\\xa0Bangalore,"\\xc2\\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,2016200000.0,2015,7
2015-07-09,\\xc2\\xa0Shopsity,\\xc2\\xa0fashion info aggregator app,\\xc2\\xa0Gurgaon,"\\xc2\\xa0 Sandeep Aggarwal, Teruhide Sato",Seed Funding,20.0,2015,7
2015-07-09,\\xc2\\xa0Notesgen,\\xc2\\xa0online study notes marketplace,\\xc2\\xa0New Delhi,"\\xc2\\xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,20.0,2015,7
2015-07-10,\\xc2\\xa0Footprints Education,\\xc2\\xa0pre-school chain,\\xc2\\xa0Gurgaon,"\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,20685000.0,2015,7
2015-07-10,\\xc2\\xa0Loylty Rewards,\\xc2\\xa0premium loyalty rewards point management,\\xc2\\xa0Mumbai,\\xc2\\xa0IndianIdeas.com,Private Equity,2019350000.0,2015,7
2015-07-13,\\xc2\\xa0Ameyo,\\xc2\\xa0contact center software platform,\\xc2\\xa0Gurgaon,\\xc2\\xa0Forum Synergies PE Fund,Private Equity,205000000.0,2015,7
2015-07-13,\\xc2\\xa0Mamagoto,\\xc2\\xa0casual dining restaurant chain,\\xc2\\xa0New Delhi,\\xc2\\xa0Goldman Sachs,Private Equity,2010000000.0,2015,7
2015-07-13,\\xc2\\xa0Satvacart,\\xc2\\xa0online grocery delivery,\\xc2\\xa0Gurgaon,\\xc2\\xa0Palaash Ventures,Seed Funding,20.0,2015,7
2015-07-14,MySmartPrice,Online comparison engine,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000.0,2015,7
2015-07-14,Zenify,Residential rental management platform,Bangalore,Atul Jalan,Seed Funding,20.0,2015,7
2015-07-14,Boxmyspace,Physical storage warehouses,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000.0,2015,7
2015-07-14,HackerRank,Technology,Bangalore,HR Technology fund,Private Equity,7500000.0,2015,7
2015-07-14,WickedRide,Bike rental platform,Bangalore,Undisclosed,Seed Funding,790000.0,2015,7
2015-07-14,WoWexpress,Logistics,Mumbai,Tamarind Family Private Trust,Seed Funding,500000.0,2015,7
2015-07-15,Oyo Rooms,Budget hotel accommodation,Gurgaon,"Softbank, Sequoia Capital",Private Equity,100000000.0,2015,7
2015-07-15,Mobikon,Restaurant customer engagement platform,Pune,Jungle Ventures,Private Equity,2300000.0,2015,7
2015-07-15,InstaLively.com,Live video streaming app,Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,,2015,7
2015-07-15,Roadrunnr,Logistics,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000.0,2015,7
2015-07-16,Ketto,Crowd funding platform,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000.0,2015,7
2015-07-17,QuikWallet,F&b sector mobile payment platform,Mumbai,Snow Leopard Technology Ventures,Private Equity,1600000.0,2015,7
2015-07-17,Omnikart,E-Commerce,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000.0,2015,7
2015-07-20,Zo Rooms,Online budget hotel chain,Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000.0,2015,7
2015-07-20,Innoviti,Payment solutions platform,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000.0,2015,7
2015-07-21,ZenRadius,Online hiring platform,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,,2015,7
2015-07-21,Joy by nature,E-Commerce,Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000.0,2015,7
2015-07-22,Iqlect,Big data & analytics platform,Bangalore,Exfinity Venture Partners,Private Equity,2000000.0,2015,7
2015-07-22,deGustibus,Fine dining restaurant chain,Mumbai,India Value Fund Advisors,Private Equity,30000000.0,2015,7
2015-07-23,Nestaway,Luxury rental homes,Bangalore,"Flipkart, Tiger Global",Private Equity,12750000.0,2015,7
2015-07-23,Mswipe,Mobile point of sale payment solution,Unknown,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000.0,2015,7
2015-07-23,Myonsto,Online grocers,Ahmedabad,Jayant Bokadia,Seed Funding,320000.0,2015,7
2015-07-23,iCrushiFlush,Casual dating app,Mumbai,IDG Ventures India,Seed Funding,,2015,7
2015-07-23,MedGenome,Clinical genomics provider,Bangalore,Sequoia Capital,Private Equity,20000000.0,2015,7
2015-07-23,HolidayIQ,Travel information portal,Bangalore,MakeMyTrip,Private Equity,15000000.0,2015,7
2015-07-23,Fitternity,Fitness marketplace,Mumbai,Exfinity Venture Partners,Private Equity,1000000.0,2015,7
2015-07-23,Quikr,Online & mobile classified listings,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000.0,2015,7
2015-07-23,JetSetGo,Private jet/ helicopter marketplace,Delhi,YourWeCan Ventures,Seed Funding,,2015,7
2015-07-24,BroEx,Real estate broker network app,Gurgaon,Lightspeed India,Private Equity,1000000.0,2015,7
2015-07-25,Shopatplaces,Ethnic/ traditional fashion store,Delhi,Indian Angel Network,Seed Funding,,2015,7
2015-07-25,CredR,Used bikes marketplace,Mumbai,Fidelity Growth Partners,Private Equity,15000000.0,2015,7
2015-07-27,ManageMySpa,Spa & salon management software,Hyderabad,Accel Partners,Private Equity,6000000.0,2015,7
2015-07-27,Townrush,Logistics,Bangalore,Lightspeed Venture Partners,Seed Funding,,2015,7
2015-07-27,Locus,Logistics,Bangalore,"growX ventures,\\xc2\\xa0 Manish Singhal",Seed Funding,,2015,7
2015-07-27,Bevy,Online hiring platform,Bangalore,Varun Agarwal & Others,Seed Funding,,2015,7
2015-07-28,Pepperfry,Online home d\\xc3\\xa9cor marketplace,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000.0,2015,7
2015-07-28,Flipkart.com,Online marketplace,Bangalore,Steadview Capital and existing investors,Private Equity,700000000.0,2015,7
2015-07-28,Opinio,Food & Beverage,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000.0,2015,7
2015-07-28,Zoctr,Healthcare,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000.0,2015,7
2015-07-29,Zimmber,Hyperlocal handyman services,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,2000000.0,2015,7
2015-07-29,trueHb,Technology,Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,2400000.0,2015,7
2015-07-29,Zovi.com / Little App,Hyperlocal deals marketplace,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,50000000.0,2015,7
2015-07-29,Swajal,Innovative water solutions,Gurgaon,Abhishek Gupta,Private Equity,1200000.0,2015,7
2015-07-30,Pipa Bella,Online jewelry store,Mumbai,LionRock Capital,Private Equity,600000.0,2015,7
2015-07-30,Pragmatix,Business intelligence & analytics,Mumbai,SIDBI Venture Capital Ltd,Private Equity,2400000.0,2015,7
2015-07-30,Droom.in,Used vehicle marketplace,Delhi,"Lightbox Ventures, Beenos",Private Equity,16000000.0,2015,7
2015-07-30,MadRat Games,EdTech,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,168000.0,2015,7
2015-07-30,Noodle Play,Food & Beverage,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000.0,2015,7
2015-07-30,Wassup,On-demand laundry & dry cleaning app,Chennai,B S Nagesh,Private Equity,,2015,7
2015-07-30,Cartisan,On-demand car services app,Bangalore,"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna",Seed Funding,,2015,7
2015-07-31,LazyLad,Hyperlocal grocery app,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000.0,2015,7
2015-07-31,TripFactory,Online curated holiday package bookings,Bangalore,"Aarin Capital Partners,",Private Equity,,2015,7
2015-07-31,Prothom,Hasbro toy manufacturer,Pune,Oliphabs Capital,Private Equity,2000000.0,2015,7
2015-07-31,Bona Vita,Technology,Gurgaon,MakeMyTrip,Private Equity,5000000.0,2015,7
2015-06-01,Vyomo,Beauty and wellness platform,Delhi,Aprameya Radhakrishna,Seed Funding,,2015,6
2015-06-01,Veeba Foods,Healthcare,Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,6000000.0,2015,6
2015-06-01,Truebil,Used car marketplace,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,500000.0,2015,6
2015-06-01,Meritnation,Online learning platform,Delhi,InfoEdge,Private Equity,4000000.0,2015,6
2015-06-01,Eattreatonline,Healthcare,Delhi,Group of 15 Angel Investors,Seed Funding,350000.0,2015,6
2015-06-01,CredR,Used two-wheeler marketplace,Mumbai,GrowthStory,Seed Funding,,2015,6
2015-06-01,Glamrs,Online fashion video portal,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000.0,2015,6
2015-06-01,Proviera,Technology,Chennai,Infuse Ventures,Private Equity,550000.0,2015,6
2015-06-01,Arth DesignBuild,Architectural design & consulting,Hyderabad,Srinivas Tirupati,Seed Funding,500000.0,2015,6
2015-06-02,Saama,Big data & analytics services,Pune,Carrick Capital Partners,Private Equity,35000000.0,2015,6
2015-06-02,AllIzHealth,Healthcare,Pune,Mumbai Angels & Other angel investors,Seed Funding,350000.0,2015,6
2015-06-02,Karma Healthcare,Healthcare,Udaipur,Ennovent Impact Investment Holding,Private Equity,,2015,6
2015-06-03,Entropy Innovations,Engineering innovations,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,,2015,6
2015-06-03,Propstack,Real estate intelligence platform,Mumbai,DMG Information,Private Equity,3000000.0,2015,6
2015-06-03,MyTaxiIndia,Online car rental affiliates,Delhi,Green House Ventures,Seed Funding,100000.0,2015,6
2015-06-03,Arkin Net,Data center software platform,Pune,Nexus Venture Partners,Private Equity,15000000.0,2015,6
2015-06-03,Little Black Book Delhi,Online city & lifestyle guide,Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000.0,2015,6
2015-06-03,MyPoolin,P2p payments platform,Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,,2015,6
2015-06-03,iCustomadeit,Bespoke merchandize marketplace,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,250000.0,2015,6
2015-06-03,KAARYAH,Women lifestyle marketplace,Gurgaon,Ratan Tata,Seed Funding,,2015,6
2015-06-04,Ecom Express,Logistics,Delhi,Warburg Pincus,Private Equity,137000000.0,2015,6
2015-06-04,Vidooly,Video intelligence platform,Noida,Bessemer Venture Partners,Private Equity,1000000.0,2015,6
2015-06-04,Zopper,Hyperlocal shopping app,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,20000000.0,2015,6
